0.999614	0.382449	0.193241	
0.998578	0.453449	-0.264049	
0.992193	0.496888	-0.200858	
0.951198	0.519469	0.00257112	
0.944957	0.37975	-0.0402348	
0.940205	0.276473	-0.25854	
0.926323	0.220914	-0.148815	
0.926323	0.220914	-0.148815	
0.906539	0.151406	0.14541	
0.897054	0.0542728	0.164043	
0.891559	0.0804476	0.166111	
0.891559	0.0804476	0.166111	
0.890172	0.0989312	0.162304	
0.864676	-0.287832	0.238427	
0.888133	0.110983	0.184901	
0.864676	-0.287832	0.238427	
0.864676	-0.287832	0.238427	
0.815555	-0.582963	0.391334	
0.785017	-0.404459	0.184234	
0.792409	-0.511772	0.194658	
0.777161	-0.337902	0.188073	
0.765076	-0.186138	0.15472	
0.757517	-0.18802	0.0432165	
0.76589	-0.154323	0.153624	
0.737324	-0.142747	-0.0965076	
0.737324	-0.142747	-0.0965076	
0.723394	-0.0414459	-0.117209	
0.713043	0.131382	-0.240202	
0.702963	0.179031	-0.245655	
0.701652	0.213255	-0.251148	
0.6852	0.165567	-0.406919	
0.678931	0.162988	-0.445656	
0.674984	0.164619	-0.466553	
0.674984	0.164619	-0.466553	
0.644892	0.461938	-0.423	
0.63785	0.490979	-0.307844	
0.631915	0.476988	-0.172211	
0.631433	0.515409	-0.213502	
0.623431	0.422877	-0.190232	
0.612665	0.325066	-0.0877438	
0.601101	0.197561	-0.0571682	
0.601101	0.197561	-0.0571682	
0.601101	0.197561	-0.0571682	
0.58932	0.11141	-0.00696218	
0.572248	0.104822	0.129033	
0.571217	0.0934764	0.0793882	
0.564183	0.0650853	0.146702	
0.552274	-0.0352779	0.104257	
0.544371	-0.087371	0.142581	
0.539467	-0.0953418	0.136312	
0.53252	-0.137847	0.242419	
0.523321	-0.153795	0.227296	
0.522313	-0.120886	0.284165	
0.510433	-0.18029	0.333071	
0.50683	-0.15859	0.416684	
0.499712	-0.220535	0.374334	
0.496005	-0.218001	0.385345	
0.492932	-0.324196	0.357216	
0.477588	-0.358058	0.226134	
0.476441	-0.368246	0.25319	
0.468127	-0.340516	0.231944	
0.461477	-0.326337	0.164886	
0.455457	-0.316831	0.166836	
0.44735	-0.235518	0.186631	
0.442111	-0.212401	0.0863819	
0.436243	-0.144444	0.0902997	
0.430686	-0.112326	0.0987473	
0.422642	-0.123619	-0.000810816	
0.420739	-0.128794	0.00955436	
0.409546	-0.114559	0.0134621	
0.402953	-0.07255	-0.0791377	
0.402953	-0.07255	-0.0791377	
0.396264	-0.0480993	-0.0874286	
0.383295	0.0242744	-0.0780144	
0.383295	0.0242744	-0.0780144	
0.379263	0.0132178	-0.0924698	
0.377369	0.014311	-0.135508	
0.367341	0.0684314	-0.16679	
0.361607	0.118018	-0.163955	
0.359588	0.12024	-0.153377	
0.348123	0.100842	-0.232198	
0.339041	0.109852	-0.238566	
0.337377	0.154218	-0.256287	
0.337377	0.154218	-0.256287	
0.327066	0.176476	-0.182228	
0.325809	0.22048	-0.22441	
0.317386	0.197614	-0.233836	
0.312612	0.195962	-0.163453	
0.30993	0.22046	-0.156023	
0.301406	0.183249	-0.113707	
0.296856	0.200698	-0.133128	
0.292318	0.19041	-0.127565	
0.288492	0.213737	-0.0736226	
0.280941	0.138803	-0.0720886	
0.272903	0.0976981	-0.067351	
0.272903	0.0976981	-0.067351	
0.263601	0.139269	-0.0501054	
0.258984	0.100184	-0.0228114	
0.256313	0.111299	0.0147217	
0.250686	0.0319032	-0.0139921	
0.246675	0.0306532	0.030671	
0.241757	0.0383741	0.0241028	
0.235313	0.0426491	0.0303412	
0.228051	0.0163403	0.0256923	
0.223778	-0.00348428	0.0291126	
0.220441	-0.00348323	0.0980649	
0.213677	-0.0242612	0.0775696	
0.208282	-0.0242345	0.0666727	
0.20553	-0.0136876	0.110213	
0.199866	-0.0811868	0.10195	
0.195145	-0.0699485	0.107357	
0.188558	-0.0670589	0.153992	
0.18597	-0.070456	0.0950278	
0.18283	-0.068327	0.117196	
0.175206	-0.0724692	0.150507	
0.173741	-0.134536	0.0984237	
0.167143	-0.114578	0.124347	
0.159157	-0.0824599	0.107856	
0.15865	-0.109082	0.103911	
0.153362	-0.068613	0.101411	
0.147191	-0.107552	0.0534187	
0.142997	-0.11083	0.0649841	
0.136963	-0.103857	0.0381157	
0.132268	-0.0820979	0.0467629	
0.130018	-0.0567932	0.0429654	
0.124891	-0.0855581	0.0503966	
0.117337	-0.0592418	0.0185009	
0.112476	-0.0752898	0.0229943	
0.107634	-0.0438498	0.0151556	
0.102567	-0.0651132	0.0287947	
0.0988576	-0.0266242	0.0415392	
0.0932829	-0.0314544	-0.0160931	
0.0874698	-0.0234764	0.0160934	
0.0856825	-0.0455572	-0.0017458	
0.0794529	-0.0257498	0.017191	
0.072283	-0.0371466	-0.0183126	
0.0680203	-0.0156196	-0.0171222	
0.0654557	0.00323556	-0.000486905	
0.0602313	-0.0015611	-0.01533	
0.0530189	-0.00355556	-0.00241709	
0.0486415	0.0150312	-0.0235166	
0.0432216	0.00611294	-0.0141875	
0.0376152	-0.00330767	-0.00575502	
0.0336414	0.0312872	-0.0104955	
0.028114	0.0196448	-0.0283426	
0.0228565	0.00300295	-0.00739657	
0.0172952	-0.0169871	-0.02246	
0.0103603	-0.0037024	-0.0306304	
0.00621293	0.00251908	0.00028769	
3.80169e-05	0.0420408	-0.00704664	
