3.38372	0.00172803	
1.79279	0.00153977	
1.76637	0.0195904	
1.03767	0.0248661	
1.00717	0.0279644	
0.943356	0.0309478	
0.927117	0.0382786	
0.927117	0.0382786	
0.906553	0.0515354	
0.900274	0.0583202	
0.89529	0.0605909	
0.89529	0.0605909	
0.8944	0.0718753	
0.873668	0.0841846	
0.889013	0.0910108	
0.873668	0.0841846	
0.873668	0.0841846	
0.837707	0.101203	
0.785066	0.115568	
0.792583	0.113454	
0.777162	0.119882	
0.765215	0.12591	
0.760204	0.129653	
0.765897	0.130437	
0.739612	0.141332	
0.739612	0.141332	
0.7306	0.151666	
0.71948	0.157872	
0.703873	0.162495	
0.702247	0.167698	
0.685317	0.172641	
0.681557	0.178559	
0.6792	0.184665	
0.6792	0.184665	
0.658019	0.199529	
0.64159	0.201678	
0.635682	0.20507	
0.631436	0.208967	
0.623834	0.211605	
0.622312	0.221182	
0.61031	0.224741	
0.61031	0.224741	
0.61031	0.224741	
0.592573	0.236744	
0.575737	0.243698	
0.571609	0.244683	
0.565111	0.248879	
0.556172	0.256938	
0.545082	0.262228	
0.542649	0.2658	
0.534643	0.270406	
0.527507	0.276773	
0.522339	0.278516	
0.511515	0.285616	
0.511313	0.290115	
0.499712	0.293328	
0.496731	0.298573	
0.492951	0.302489	
0.478897	0.309107	
0.476633	0.310415	
0.47166	0.315806	
0.461535	0.321035	
0.456774	0.328478	
0.4552	0.331539	
0.443475	0.336055	
0.436295	0.340152	
0.431977	0.345614	
0.424832	0.349891	
0.421027	0.351512	
0.415298	0.360991	
0.403146	0.365246	
0.403146	0.365246	
0.396284	0.370741	
0.386001	0.38095	
0.386001	0.38095	
0.380948	0.386575	
0.377589	0.38913	
0.367878	0.394591	
0.361679	0.39945	
0.360743	0.401045	
0.348578	0.410751	
0.339086	0.419827	
0.338319	0.41926	
0.338319	0.41926	
0.330365	0.428123	
0.325855	0.431938	
0.320969	0.436732	
0.312789	0.441353	
0.31001	0.443406	
0.302056	0.452025	
0.297302	0.455199	
0.293186	0.459448	
0.289715	0.46666	
0.281199	0.47002	
0.272904	0.478509	
0.272904	0.478509	
0.263724	0.490285	
0.259041	0.491445	
0.258678	0.495451	
0.250998	0.502424	
0.247447	0.505469	
0.241759	0.508709	
0.235545	0.51499	
0.229752	0.522453	
0.225838	0.527057	
0.222559	0.530495	
0.213712	0.537752	
0.208612	0.543831	
0.207037	0.547998	
0.200166	0.55504	
0.195422	0.558701	
0.193729	0.565817	
0.186196	0.568826	
0.182993	0.572415	
0.178302	0.581437	
0.174065	0.589914	
0.167635	0.593193	
0.159257	0.601142	
0.158678	0.602467	
0.153514	0.609468	
0.148927	0.616798	
0.143243	0.622605	
0.138575	0.630439	
0.132594	0.636316	
0.130376	0.640571	
0.124893	0.646846	
0.118253	0.657508	
0.112715	0.665235	
0.107965	0.672043	
0.102664	0.680521	
0.100033	0.685998	
0.0947137	0.6946	
0.0877562	0.704301	
0.0857143	0.707987	
0.0803284	0.718181	
0.0724461	0.732261	
0.0680757	0.739265	
0.0657768	0.744383	
0.0602313	0.754585	
0.0534417	0.769795	
0.0487158	0.779699	
0.0432429	0.792102	
0.0378614	0.806289	
0.0337033	0.817658	
0.0284992	0.832585	
0.0229076	0.848864	
0.0176128	0.869621	
0.0115615	0.898354	
0.00624494	0.921178	
0.000136685	0.997366	
